,sitio,sum_bytes,latitud,longitud,consumed_data,normalized
302,19-03202,870975900492,25.188676999998357,-99.82360800000555,871.0 GB,0.08697277698274715
303,19-03204,1340266806260,25.184861099992812,-99.83760829998614,1.3 TB,0.13473331434595998
304,19-03206,433321815848,25.195333000004204,-99.83561099998425,433.3 GB,0.04243197296355327
305,19-03207,826154352446,25.223373999995346,-99.93347800000355,826.2 GB,0.0824112114509695
306,19-03210,212159076612,25.12949199999645,-99.93240799999423,212.2 GB,0.019923863087984207
307,19-03211,202434267437,25.227222000001163,-99.77636100001104,202.4 GB,0.018934152641342152
308,19-03219,953924590772,25.540107999994788,-100.20729000001683,953.9 GB,0.09541460692800079
309,19-03222,1784848063291,25.630082999996755,-100.27180600001441,1.8 TB,0.17997910853552437
310,19-03223,849716174126,25.494810000001905,-100.18752499999052,849.7 GB,0.08480913830372065
311,19-03224,1437643758547,25.679392000000778,-100.36282100000416,1.4 TB,0.1446435331694166
312,19-03225,6442132061617,25.806574999996066,-100.32564900000548,6.4 TB,0.6539588590042144
313,19-03226,1656119171262,25.71788499999529,-100.34677800000608,1.7 TB,0.16687814923307528
314,19-03228,4199081253954,25.78106080000981,-100.28649579997364,4.2 TB,0.42567974557955707
315,19-03229,216693774866,25.635146999995808,-100.37123199998304,216.7 GB,0.020385367077789054
316,19-03230,2482993279830,25.660661000001625,-100.45069499997733,2.5 TB,0.2510305401521071
317,19-03231,4874221716018,25.74969999999121,-100.34799999999821,4.9 TB,0.49438994402470915
318,19-03232,4026353540972,25.60611100000089,-100.15678800000488,4.0 TB,0.4081009510873889
319,19-03233,2444740340429,25.69243679999469,-100.32654709998171,2.4 TB,0.24713747314599432
320,19-03234,598787188289,25.50805559999747,-100.19527779999805,598.8 GB,0.05927166664961229
321,19-03236,2409517128853,25.66064600000286,-100.30657000001092,2.4 TB,0.2435527467175654
322,19-03237,508105991539,25.661724000003286,-100.35206800000574,508.1 GB,0.05004288630827683
323,19-03238,1623833381950,25.687734199998385,-100.23701399999578,1.6 TB,0.16359236928766357
324,19-03239,1942138779450,25.70718700000435,-100.22249200000545,1.9 TB,0.19598685348362746
325,19-03240,3588788177169,25.761444000003053,-100.2614500000183,3.6 TB,0.36356917633978203
326,19-03241,5880791710270,25.792995999995597,-100.49016800001671,5.9 TB,0.5968302922783949
327,19-03242,3182734739051,25.65276200000314,-100.11370700000901,3.2 TB,0.32224442411395665
328,19-03243,1666363599299,25.69471860000014,-100.21276120001494,1.7 TB,0.1679207421791823
329,19-03244,1099281536182,25.718294999998875,-100.54546099997981,1.1 TB,0.11020783163559573
330,19-03246,3358200112458,25.615649999996883,-100.17197499999034,3.4 TB,0.34010183498545143
331,19-03247,5061476039997,25.638689000003204,-100.12551100000908,5.1 TB,0.5134471365398428
332,19-03248,306550129739,25.602994000000475,-100.11294700000495,306.6 GB,0.029530201851884656
333,19-03249,1886535005856,25.605314999995308,-99.99119800000884,1.9 TB,0.19032796243410705
334,19-03251,25813039894,25.68945399999961,-100.6506599999994,25.8 GB,0.0009591085194043298
335,19-03252,1881794290522,25.64205100000008,-100.20137699998332,1.9 TB,0.18984549173404666
336,19-03253,1598056091115,25.659978999994895,-100.15322700000965,1.6 TB,0.16096897035340837
337,19-03255,2601666693270,25.676425000006144,-100.08959500002008,2.6 TB,0.2631081362166324
338,19-03256,2896487318819,25.709896999994836,-100.1957470000071,2.9 TB,0.29311253504242135
339,19-03257,9842302358193,25.639574999998885,-100.0563910000255,9.8 TB,1.0
340,19-03258,1548373289126,25.673917000002582,-100.18019999998248,1.5 TB,0.1559126667013666
341,19-03259,653952676699,25.75494300000473,-100.18168999999776,654.0 GB,0.06488595266705367
342,19-03260,1736278866331,25.744647000003667,-100.17423799998791,1.7 TB,0.17503613837011467
343,19-03261,2777857375880,25.75416400000292,-100.13355999998905,2.8 TB,0.2810393630450614
344,19-03262,2049880120788,25.742702999999405,-100.142133999991,2.0 TB,0.20695187389056477
345,19-03263,2879610850161,25.7242500000036,-100.15324999998022,2.9 TB,0.2913949879900649
346,19-03264,1478611406901,25.71872199999779,-100.13813900001085,1.5 TB,0.14881288074433313
347,19-03266,3017558404891,25.578000000000618,-99.9911390000235,3.0 TB,0.3054341463476383
348,19-03267,1359497938429,25.652803000003267,-100.22630600001948,1.4 TB,0.13669049952727366
349,19-03268,1493494023768,25.65675799999819,-100.176077999991,1.5 TB,0.15032751009300013
350,19-03269,3053167658109,25.688594000005185,-100.18385599997812,3.1 TB,0.30905816089360777
351,19-03270,1038445896522,25.700191999995674,-100.19131100000726,1.0 TB,0.10401648463678394
352,19-03271,1242800463579,25.773220000002315,-100.1632499999893,1.2 TB,0.12481399810936346
353,19-03272,2766893180145,25.798207000008148,-100.16845600002223,2.8 TB,0.2799235181104529
354,19-03273,3041530976309,25.666972000001525,-100.12636400000837,3.0 TB,0.3078738759030789
355,19-03274,3863018914211,25.66461899999455,-100.11063600002872,3.9 TB,0.3914781070300152
356,19-03275,2205125175215,25.760917000005303,-100.35939700001323,2.2 TB,0.2227514283487546
357,19-03276,2388247192370,25.79167200000388,-100.30578899997657,2.4 TB,0.24138806893748566
358,19-03277,1157885714315,25.7604690000007,-100.23462799998616,1.2 TB,0.11617207898187872
359,19-03278,1948934532928,25.70873600000048,-100.34170999999661,1.9 TB,0.19667846892707197
360,19-03279,1326949242706,25.674299000004197,-100.36568000002157,1.3 TB,0.13337796314718303
361,19-03290,139715662576,25.81945599999853,-100.33382100000331,139.7 GB,0.012551173056578532
362,19-03291,6309550963176,25.829240999999474,-100.3647320000225,6.3 TB,0.640465854072903
363,19-03292,2929660056488,25.80254400000387,-100.36885400000027,2.9 TB,0.29648858123766464
364,19-03294,5526085329138,25.799613000005404,-100.39891900003344,5.5 TB,0.5607312177793893
365,19-03296,4467692084121,25.79839200000275,-100.41767000001467,4.5 TB,0.4530167287443167
366,19-03301,1384474863436,25.29569300000318,-100.0274519999703,1.4 TB,0.13923244386361824
367,19-03303,2485010349202,25.702565000004967,-100.51613700002201,2.5 TB,0.25123582074868706
368,19-03305,4393754792274,25.791443999993657,-100.32463100000201,4.4 TB,0.44549200421547797
369,19-03306,945309819891,25.477749999997858,-100.19552800000893,945.3 GB,0.09453786697527534
370,19-03307,516027275948,25.479917000000864,-100.16800000000421,516.0 GB,0.050849048957777886
371,19-03308,748241604840,25.377138000000876,-100.15015799999452,748.2 GB,0.07448189799662668
372,19-03309,3649934323646,25.79864699999389,-100.22117200002705,3.6 TB,0.3697921241479268
373,19-03310,3370581664824,25.67777800000555,-100.11391700000405,3.4 TB,0.34136192672625165
374,19-03311,3622986924663,25.807689999993688,-100.40263999998747,3.6 TB,0.36704964130807133
375,19-03313,3480838202629,25.77633999999745,-100.19864000000949,3.5 TB,0.352582922975383
376,19-03314,2013944432336,25.738302000001557,-100.25450000001949,2.0 TB,0.20329463747304724
377,19-03315,2512384471199,25.72824169999718,-100.23346389999598,2.5 TB,0.2540217319188242
378,19-03316,1289220519119,25.78913900000042,-100.37866699998882,1.3 TB,0.1295382464801951
379,19-03317,1885370543898,25.788444400002543,-100.4074611000177,1.9 TB,0.19020945315091078
380,19-03318,2769901636040,25.84549999999718,-100.3717200000245,2.8 TB,0.28022969380747303
381,19-03319,276486236343,25.761480999997953,-100.5475280000086,276.5 GB,0.026470548050425428
382,19-03320,5610934857529,25.919355000000795,-100.18204000000688,5.6 TB,0.5693664992671851
383,19-03321,3210940682308,25.93876799999833,-100.18232300001542,3.2 TB,0.32511499115506737
384,19-03322,2158249484219,25.967593999994712,-100.17134999998649,2.2 TB,0.21798080917901586
385,19-03323,882359104782,25.803772000004514,-100.15642500001391,882.4 GB,0.0881312651339631
386,19-03324,412365115036,25.788509000003202,-100.4478060000084,412.4 GB,0.04029917371294089
387,19-03325,1943508960557,25.705833299999313,-100.37638889998648,1.9 TB,0.19612629915613233
388,19-03326,1133404249242,25.723730999999187,-100.40020000001387,1.1 TB,0.11368055844961586
389,19-03328,709314151801,25.635137000003212,-100.33262999998617,709.3 GB,0.0705201845850248
390,19-03329,4274350392707,25.805556000002955,-100.293629999978,4.3 TB,0.4333400144437628
391,19-03333,3421681749313,25.716213999996388,-100.12282000000742,3.4 TB,0.34656246964004667
392,19-03334,5483373985484,25.820754999994605,-100.23866000001632,5.5 TB,0.5563844113543179
393,19-03335,2880451228042,25.802252999997123,-100.23739499997063,2.9 TB,0.2914805146829784
394,19-03337,4770457399497,25.78920999999853,-100.5753099999872,4.8 TB,0.48382967222898965
395,19-03338,3208334155565,25.804705999996976,-100.55666000000191,3.2 TB,0.3248497204746276
396,19-03340,203693516470,25.721416999997892,-100.49822200000604,203.7 GB,0.019062308567125034
397,19-03341,1534344257550,25.69546300000311,-100.49507699999961,1.5 TB,0.15448490818629645
398,19-03342,114751212294,25.61749999999873,-100.340749999997,114.8 GB,0.010010498294312914
399,19-03343,2229245591457,25.68459600000507,-100.41125099998457,2.2 TB,0.22520620432455796
400,19-03344,42786906745,25.624872000000295,-100.37132999999639,42.8 GB,0.002686567952287855
401,19-03345,252285389079,25.822719000002508,-100.2591680000067,252.3 GB,0.024007586472079637
402,19-03346,2893725059857,25.79291700000805,-100.23505599999595,2.9 TB,0.29283141522795236
403,19-03347,851418112217,25.391888999997644,-100.14394400000869,851.4 GB,0.08498234745136449
404,19-03348,724236201956,25.576692000001895,-100.25781199999655,724.2 GB,0.07203882712679173
405,19-03349,2237651724402,25.740708000006663,-100.40785000000979,2.2 TB,0.22606171083803445
406,19-03351,1046559810544,25.61455599999305,-100.3152499999906,1.0 TB,0.10484225153114861
407,19-03354,692824054495,25.877956999997934,-100.22533000000531,692.8 GB,0.06884195920535897
408,19-03359,1205165823132,25.713419000001043,-100.21103999998492,1.2 TB,0.12098385644429438
409,19-03360,3603204637579,25.71328200000014,-100.16943000000786,3.6 TB,0.3650363641492928
410,19-03365,2349454048919,25.765661999994787,-100.43179999998381,2.3 TB,0.23744002444215104
411,19-03366,2915915284528,25.780751000002816,-100.37191999998544,2.9 TB,0.29508975230943274
412,19-03367,788568950855,25.687055999996577,-100.358959999993,788.6 GB,0.07858608090841059
413,19-03369,5977932653020,25.60586400000061,-100.07306000000523,6.0 TB,0.6067164920079987
414,19-03370,2171324629630,25.781406999996193,-100.46133300000973,2.2 TB,0.2193114890691568
415,19-03371,342862968290,25.57579400000215,-100.27364999999057,342.9 GB,0.03322582147941849
416,19-03372,99793661832,25.518651999999072,-100.22094999999264,99.8 GB,0.008488242825642794
417,19-03374,398197371262,25.639769900001372,-100.39499549999124,398.2 GB,0.03885729822046103
418,19-03375,333867414323,25.66726399999765,-100.36719999998661,333.9 GB,0.032310328581382025
419,19-03377,538725409692,25.635425999995586,-100.3481900000144,538.7 GB,0.053159076813488006
420,19-03379,746709778241,25.606177000000365,-100.25740999999461,746.7 GB,0.0743260013861953
421,19-03380,1788086124262,25.731800000004313,-100.30824000000013,1.8 TB,0.18030865153345807
422,19-03382,821381289061,25.740555999999916,-100.39508299997743,821.4 GB,0.08192544863448532
423,19-03384,2195275080346,25.83525100000414,-100.13937999997977,2.2 TB,0.22174896736295693
424,19-03385,8079876455326,25.824610999999713,-100.1136600000138,8.1 TB,0.8206349043861801
425,19-03386,459127976556,25.751431999999618,-100.03088199999416,459.1 GB,0.04505831003411398
426,19-03390,2586894165883,25.73086900000219,-100.34354000001296,2.6 TB,0.2616047108624563
427,19-03392,2341663599910,25.751114999996062,-100.39002000002797,2.3 TB,0.23664717713486805
428,19-03394,1392465447452,25.769475000002274,-100.14024400000764,1.4 TB,0.14004565925253679
429,19-03397,525047742219,25.36840199999469,-99.91827100000809,525.0 GB,0.05176707722356039
430,19-03400,281764718278,25.89538600000029,-100.3517059999922,281.8 GB,0.027007748176358065
431,19-03401,977251943954,25.93233300000269,-100.36499300001951,977.3 GB,0.09778867152107125
432,19-03402,3375297160642,25.954943999997788,-100.31041000000674,3.4 TB,0.34184183079307584
433,19-03403,1609292069126,25.943739999995223,-100.36158000001889,1.6 TB,0.16211247503464313
434,19-03410,3183183885647,25.971566700001272,-100.45372219999854,3.2 TB,0.32229013453049393
435,19-03411,3687097703057,25.9876670000004,-100.45513899998899,3.7 TB,0.37357430477211256
436,19-03412,3533772165240,25.966673999999333,-100.4399000000035,3.5 TB,0.3579701027992243
437,19-03420,1840177809624,25.950019999995547,-100.40686200000333,1.8 TB,0.18561011136245906
438,19-03441,925196986208,25.894280999996088,-100.10638500001102,925.2 GB,0.09249094952430754
439,19-03442,5166801283990,25.87550600000533,-100.12891199998721,5.2 TB,0.5241662665915638
440,19-03443,2141543151798,25.784428999998354,-100.05267000000416,2.1 TB,0.21628057718221283
441,19-03444,6228602925898,25.799152999999936,-100.09819500001211,6.2 TB,0.6322276340022035
442,19-03446,935182471261,25.953185999998936,-100.16385400001192,935.2 GB,0.09350718940047377
443,19-03447,2774431064003,25.966152999994808,-100.28687099998332,2.8 TB,0.2806906614307574
444,19-03448,1138419984620,25.849178000002407,-100.29124699998867,1.1 TB,0.1141910184094843
445,19-03450,590937042048,25.388708000005735,-100.11695199998172,590.9 GB,0.058472743853023264
446,19-03451,2375778346721,25.79824609999886,-100.60157730000078,2.4 TB,0.2401190932101154
447,19-03452,936133344105,25.424693999994165,-100.14738900001942,936.1 GB,0.0936039613545759
448,19-03457,5555196629297,25.801277999999073,-100.61135999998574,5.6 TB,0.563693924539411
449,19-03462,777149985895,26.087418999996228,-99.61406099997605,777.1 GB,0.07742395333270403
450,19-03463,103432799814,26.219737999999786,-99.48222599999397,103.4 GB,0.008858604116311234
451,19-03466,279091619616,25.90745090000354,-99.40872890000925,279.1 GB,0.026735702357969418
452,19-03471,138890336949,26.49844300000106,-100.43595999998993,138.9 GB,0.012467178257274586
453,19-03472,231303146949,26.531138799997997,-100.50439000000512,231.3 GB,0.021872187837891622
454,19-03474,178122073194,27.03087400000021,-100.49950999999537,178.1 GB,0.016459859090683565
455,19-03481,5226535886636,25.8101819999933,-100.61645700001473,5.2 TB,0.5302455591721053
456,19-03482,5593203188622,25.902999999996602,-100.26599999997437,5.6 TB,0.5675619170241966
457,19-03485,2888158927900,25.876618000001617,-100.17312599998526,2.9 TB,0.29226494046776963
458,19-03486,3010916731267,25.79425000000126,-100.46592000000064,3.0 TB,0.3047582118742136
459,19-03487,5775906898615,25.819175000005185,-100.62468999998843,5.8 TB,0.5861559857782843
460,19-03490,2510596275267,25.726578000001513,-100.32316999999026,2.5 TB,0.25383974416331195
461,19-03493,909839834461,25.66341000000232,-100.25042000002287,909.8 GB,0.09092802595005929
462,19-03496,1201188213535,25.672223000001285,-100.30643400001976,1.2 TB,0.12057904831901674
463,19-03498,5094729614636,25.911293999995554,-100.2463499999997,5.1 TB,0.5168314096516501
464,19-03501,58523240162,26.0586229999989,-99.19655399999623,58.5 GB,0.00428808149300444
465,19-03504,190197950561,25.684298999997555,-99.6136740000107,190.2 GB,0.017688841764524902
466,19-03505,233834616931,25.922363000002036,-99.18241200000857,233.8 GB,0.022129819863513985
467,19-03506,632005381343,25.70785599999553,-99.25674999997432,632.0 GB,0.06265233891705721
468,19-03508,1379659215912,25.79029289999777,-99.1817169999906,1.4 TB,0.138742347186544
469,19-03509,674894652601,25.71327800000339,-99.22718399998752,674.9 GB,0.06701725333841473
470,19-03515,439154966781,25.7161388999975,-99.49769440001364,439.2 GB,0.04302562270118218
471,19-03603,1438147568233,26.507507000001763,-100.1754600000287,1.4 TB,0.1446948067420267
472,19-03604,1724769901147,26.495681000000328,-100.18770999998821,1.7 TB,0.17386485131782714
473,19-03605,876872691685,26.54771600000085,-100.17131999999121,876.9 GB,0.08757290349837916
474,19-03606,584645988826,26.484839000003646,-100.17313999999661,584.6 GB,0.0578324926170195
475,19-03608,364538407102,26.494555999998372,-100.21597000001101,364.5 GB,0.03543176792440743
476,19-03609,1104409348653,26.527388999996898,-100.16977999999668,1.1 TB,0.11072969787272631
477,19-03611,1821525443370,26.507931999999144,-100.19524000000995,1.8 TB,0.18371182817725942
478,19-03700,190358718055,25.67469400000074,-100.70266000000275,190.4 GB,0.017705203347094696
479,19-03701,991260098279,25.644877000007018,-100.26439999998712,991.3 GB,0.0992143053226339
480,19-03702,4339310777227,25.77966499999636,-100.38775899999978,4.3 TB,0.43995114377497957
481,19-03703,580639344412,25.641642000001866,-100.32139000001861,580.6 GB,0.05742472956880361
482,19-03705,1668365302853,25.588897000003975,-100.28081999999017,1.7 TB,0.1681244589702086
483,19-03706,271756263647,25.76142799999872,-99.95942799998888,271.8 GB,0.025989170646990373
484,19-03709,232377300908,25.634869000001196,-100.36438899999544,232.4 GB,0.021981506321719274
485,19-03713,2134885164461,25.69037200000066,-100.34660000002522,2.1 TB,0.21560298243434065
486,19-03714,3206035085289,25.71736399999748,-100.22542000001586,3.2 TB,0.32461574016418915
487,19-03722,397948521199,25.71372199999612,-100.38862999998513,397.9 GB,0.03883197232433632
488,19-03724,1149770381557,25.646392999999637,-100.36107999997105,1.1 TB,0.1153461677003271
489,19-03725,807365060120,25.653762000001617,-100.3493699999818,807.4 GB,0.08049899306545515
490,19-03727,3291669918211,25.63558300000061,-100.30529999999425,3.3 TB,0.3333309434359644
491,19-03728,1573420626858,25.748522999994883,-100.11423399998526,1.6 TB,0.15846177706104952
492,19-03729,132316535893,25.763823999998117,-100.12576999999709,132.3 GB,0.011798151291069895
493,19-03730,1955580746590,25.943677900004204,-100.22829999998305,2.0 TB,0.19735486544792158
494,19-03731,3103127153769,25.63774699999552,-100.31624999999573,3.1 TB,0.3141426241333371
495,19-03732,277443418117,25.746721999999163,-100.42794999999519,277.4 GB,0.0265679620751138
496,19-03733,2110294505244,25.71989200000256,-100.38608599998365,2.1 TB,0.2131003490274615
497,19-03734,2193308106059,25.733733000000875,-100.38458000000088,2.2 TB,0.22154878502877554
498,19-03735,1444400722084,25.650289000005444,-100.31030999998245,1.4 TB,0.1453312008942847
499,19-03736,5436139558118,25.848641999997557,-100.319850000006,5.4 TB,0.551577282971227
500,19-03737,642312444382,25.40839399999838,-100.16467700001319,642.3 GB,0.06370130633434296
501,19-03738,8636411520245,25.704797000001175,-100.09495000003355,8.6 TB,0.8772744289013693
502,19-03740,4955453919051,25.98139599999836,-100.15743000000286,5.0 TB,0.5026570841298525
503,19-03741,1616683981225,25.68326699999523,-100.46140999999055,1.6 TB,0.16286476255961044
504,19-03742,1732385293809,25.678779999998774,-100.3103000000105,1.7 TB,0.174639882841555
505,19-03745,1390454360484,25.369369999997783,-100.10294300000515,1.4 TB,0.13984098749543414
506,19-03746,8674003700753,25.846536000002697,-100.3881599999968,8.7 TB,0.8811002493458946
507,19-03747,972106575014,25.726358000004673,-100.31081000001403,972.1 GB,0.09726501853209159
508,19-03749,2338264061747,25.72571500000315,-100.31595399999186,2.3 TB,0.23630120032718643
509,19-03751,379276872838,25.614820999997594,-100.29183999999623,379.3 GB,0.03693172676615973
510,19-03752,2583719956667,25.580987000002796,-100.24161299999972,2.6 TB,0.2612816661667332
511,19-03753,741074566262,25.68559300000155,-100.32360100000881,741.1 GB,0.07375249623413571
512,19-03754,1304849266341,25.672205000003704,-100.31706999999163,1.3 TB,0.13112881079001268
513,19-03755,2334360533220,25.764785000005276,-100.40619000000767,2.3 TB,0.23590393155898592
514,19-03756,713679578795,25.72636599999528,-100.39283000001892,713.7 GB,0.07096446154946355
515,19-03758,637918623720,25.652620000001612,-100.27441399999151,637.9 GB,0.06325413969779524
516,19-03761,925017054503,25.6859929999971,-100.30931399998128,925.0 GB,0.09247263756723814
517,19-03763,1623509267867,25.749110000002894,-100.20978200002061,1.6 TB,0.1635593836436189
518,19-03764,1236777974123,25.690475000004817,-100.351683999999,1.2 TB,0.12420107906672376
519,19-03768,1947446278847,25.650981000000908,-100.33129700000649,1.9 TB,0.19652700676625035
520,19-03770,439740423928,25.651737000000757,-100.37600699999122,439.7 GB,0.04308520567541028
521,19-03771,2894730781850,25.744813999994896,-100.41942399997956,2.9 TB,0.29293376927366965
522,19-03772,460520111504,25.685957999994784,-100.37466700001758,460.5 GB,0.04519998998653022
523,19-03773,3565772392321,25.835584999995373,-100.37394900000562,3.6 TB,0.36122682058844346
524,19-03779,2396816870597,25.643243999996166,-100.28240999998914,2.4 TB,0.24226021973376316
525,19-03781,650503349820,25.758694999997257,-100.29662799998765,650.5 GB,0.06453490877667015
526,19-03784,939817389226,25.65609399999964,-100.41311499998707,939.8 GB,0.09397889292151375
527,19-03785,809721896856,25.65753699999933,-100.3568400000158,809.7 GB,0.08073885236723409
528,19-03788,1532860479179,25.682254000004157,-100.4224000000184,1.5 TB,0.15433390152612925
529,19-03794,4105367330099,25.662496000003156,-100.09341400000255,4.1 TB,0.4161423194186873
530,19-03797,4786265414910,25.777541699995144,-100.4136916999868,4.8 TB,0.48543848096892306
531,19-03799,4075538274309,25.615060999995162,-100.14269999998909,4.1 TB,0.4131065654416606
532,19-03802,1196606868089,25.704758999992862,-100.32838199998481,1.2 TB,0.1201127969647754
533,19-03804,1417625715446,25.71460830000471,-100.27502780000205,1.4 TB,0.1426062627179488
534,19-03805,2523255511507,25.70456599999398,-100.29067300002085,2.5 TB,0.25512809626645105
535,19-03807,2119972722165,25.690690000000185,-100.27777999998084,2.1 TB,0.21408531770080122
536,19-03809,6883931913324,25.801372199998497,-100.56717499998084,6.9 TB,0.6989215848213334
537,19-03811,3616837870771,25.792810000006305,-100.55983699998498,3.6 TB,0.36642384158651764
538,19-03815,2850165481880,25.787642000004862,-100.39725100001282,2.9 TB,0.2883982825464408
539,19-03817,5550353025598,25.641632999996062,-100.1128060000273,5.6 TB,0.563200982714638
540,19-03819,2447397477794,25.78155099999853,-100.16813799997439,2.4 TB,0.24740789455591403
541,19-03822,4816063259446,25.84295600000248,-100.39827000000477,4.8 TB,0.4884710585232991
542,19-03823,2783191081202,25.91719400000305,-100.24106989999018,2.8 TB,0.2815821833494499
543,19-03826,647760870613,25.729041699996607,-100.25346669997992,647.8 GB,0.06425580198166544
544,19-03827,1211335450611,25.661855999997428,-100.18036999998387,1.2 TB,0.12161174997495136
545,19-03831,2914032892305,25.64736110000608,-100.18794439997707,2.9 TB,0.29489817803643104
546,19-03839,2516327122981,25.91643300000411,-100.16173299998104,2.5 TB,0.25442298232753646
547,19-03840,2353231411303,25.905438999996047,-100.15936199997546,2.4 TB,0.23782445306639677
548,19-03842,1252090537397,25.71480099999766,-100.33700799999835,1.3 TB,0.12575946479588593
549,19-03847,2860993910919,25.747249999997443,-100.35994440000147,2.9 TB,0.28950031027241113
550,19-03851,775667243800,25.674824899996025,-100.32334999999237,775.7 GB,0.07727305213611603
551,19-03853,1396616954618,25.683138999996753,-100.35117200001469,1.4 TB,0.1404681652305525
552,19-03854,1274624379520,25.75920100000227,-100.36912499999197,1.3 TB,0.12805277241259974
553,19-03856,602285781622,25.6594920000043,-100.37607999998383,602.3 GB,0.059627724471201606
554,19-03857,2466709541947,25.765369000000618,-99.98875000001223,2.5 TB,0.24937331632352888
555,19-03858,571196556037,25.674815000003647,-100.39084100000801,571.2 GB,0.056463720860869995
556,19-03860,1566497179735,25.739750000001163,-99.98447200001026,1.6 TB,0.15775716601716167
557,19-03862,3452405432452,25.776761999995813,-100.56517099998882,3.5 TB,0.34968927137104194
558,19-03863,1199858379067,25.766630000002067,-100.30784699998092,1.2 TB,0.12044370879290368
559,19-03864,2406788238201,25.72487199999581,-100.27921899998806,2.4 TB,0.243275022853022
560,19-03865,440001860205,25.888949999996342,-100.23705200000823,440.0 GB,0.04311181249203998
561,19-03871,2288930470298,25.763167999999176,-100.19055099997362,2.3 TB,0.23128043642850082
562,19-03872,8767117878549,25.86005560000165,-100.31033329999882,8.8 TB,0.8905766383255463
563,19-03873,6180911368712,25.795022200002563,-100.05637779997515,6.2 TB,0.6273739827362278
564,19-03875,1826853175552,25.897740999995325,-100.24365600000553,1.8 TB,0.18425404058498376
565,19-03877,805257232986,25.755969399995376,-100.30691669998409,805.3 GB,0.08028447589635755
566,19-03878,3210906548516,25.80131670000227,-100.54400830002739,3.2 TB,0.3251115173007307
567,19-03882,1071203438195,25.720166699997367,-100.51555560001647,1.1 TB,0.10735027562606374
568,19-03887,3257392340062,25.65031500000089,-100.14183299998861,3.3 TB,0.3298424557372169
569,19-03888,4644593646886,25.826521000005602,-100.21604100000972,4.6 TB,0.4710203030608097
570,19-03891,753478589911,25.70319719999878,-100.23562499997911,753.5 GB,0.07501487491580382
571,19-03892,932383163778,25.710921999998508,-100.26408999998249,932.4 GB,0.09322229909471737
572,19-03893,5307334513698,25.75746110000173,-100.11188059998818,5.3 TB,0.5384685735098232
573,19-03894,1074993635762,25.76922099999662,-100.24027599999694,1.1 TB,0.10773601050881502
574,19-03900,2961583833724,25.87791300000273,-100.25873099999379,3.0 TB,0.2997375185955273
575,19-03901,1812375577348,25.83719170000266,-100.25271939999061,1.8 TB,0.1827806306777107
576,19-03906,1776962564657,25.701777799993476,-100.45869440001053,1.8 TB,0.17917658786549268
577,19-03909,436024536569,25.688858300003115,-100.33774720001104,436.0 GB,0.04270703346950193
578,19-03911,5152993914605,25.786613900003736,-100.59531390000971,5.2 TB,0.5227610670164287
579,19-03912,3400012251084,25.786316699994444,-100.47966940001915,3.4 TB,0.34435712777834043
580,19-03914,2164873098843,25.81619400000641,-100.41161099998367,2.2 TB,0.21865490575715296
581,19-03916,2636050461770,25.757868999999033,-100.14410699997745,2.6 TB,0.26660743108885
582,19-03917,2753504350696,25.765052800003772,-100.17456390000015,2.8 TB,0.27856091405976885
583,19-03918,915491961471,25.78733059999706,-100.15863890000159,915.5 GB,0.09150325257372666
584,19-03919,6863713581633,25.86700399999973,-100.26856800002976,6.9 TB,0.6968639306578257
585,19-03922,1795931482918,25.941539999999808,-100.20090799999892,1.8 TB,0.18110708708934103
586,19-03925,1528633200783,25.72393400000168,-100.53406199999334,1.5 TB,0.1539036841805652
587,19-03926,1182072620114,25.69229440000519,-100.30414440002298,1.2 TB,0.1186336217135095
588,19-03927,63937848043,25.646083300000633,-100.39774169999885,63.9 GB,0.004839135389061594
589,19-03929,1110752954900,25.654027999998227,-100.28998300000816,1.1 TB,0.11137529751988234
590,19-03934,4777141892506,25.795668000004834,-100.34584100000619,4.8 TB,0.4845099645043919
591,19-03936,6591819399929,25.855937999998837,-100.14210099998488,6.6 TB,0.6691927951968419
592,19-03947,298252408096,25.68925199999967,-100.28783899999708,298.3 GB,0.028685728541856442
593,19-03961,2737198948814,25.709839000000446,-100.18165399997766,2.7 TB,0.2769014854489949
594,19-03971,2602992800746,25.740813000006348,-100.37587900000545,2.6 TB,0.2632430964404013
595,19-03983,1040890538514,25.744551999995682,-100.30340800001105,1.0 TB,0.10426528002949993
596,19-06006,679387772198,25.68158400000375,-100.35487399998438,679.4 GB,0.06747452579725072
597,19-06008,16388922607,25.678317999999418,-100.2889419999993,16.4 GB,0.0
598,19-06014,433592569774,25.64896699999644,-100.33892899999445,433.6 GB,0.04245952805324289
599,19-06016,315463868857,25.688592000002096,-100.14187799999574,315.5 GB,0.030437368312940333
600,19-06018,248493641769,25.73216499999702,-100.39569300000437,248.5 GB,0.02362169386933518
601,19-06021,178683606990,25.72254000000154,-100.31183999999575,178.7 GB,0.01651700734460226
602,19-06022,23386693331,25.680839000000308,-100.28826499999973,23.4 GB,0.0007121750837592907
603,19-06023,142929568307,25.6808390000003,-100.28826500000426,142.9 GB,0.012878257734463069
604,19-06024,24679613278,25.669011999999828,-100.24443900000077,24.7 GB,0.0008437577559938637
605,19-06025,24592794692,25.669264000000105,-100.24328999999885,24.6 GB,0.0008349220801486468
606,19-06026,171749393307,25.678318999999014,-100.28220999999684,171.7 GB,0.015811300569506248
607,19-06034,270414474524,25.726389000002182,-100.3022500000049,270.4 GB,0.025852614475210912
